c0,c1,c2,c3
Position,Velocity,Acceleration,Predecessor Distance
163.268111,233.4349756,20.8379241,48.96356596
168.2329405,229.0690201,-1.547288727,48.92052233
171.7890915,223.1928204,-26.61711912,49.16396482
175.9964734,217.2047811,-54.74969138,49.97264002
179.8790036,210.5620448,-83.58123341,51.11538032
183.3275129,202.8059388,-112.8274916,52.62906196
186.2318722,194.6323633,-142.333277,54.77824196
188.9212533,184.454336,-172.2373509,57.37053628
191.5720227,173.5630188,-203.0086354,59.80949002
194.4081611,162.9280526,-234.1654889,62.15452302
197.2143924,153.0389057,-263.4613244,64.3301022
199.9116214,143.9369453,-289.692898,66.5971734
202.7172526,136.2644112,-310.0643954,68.90209329
205.761181,130.6192174,-323.7693358,71.10253835
208.194237,123.3799352,-335.4157171,72.56389159
212.5957708,120.0943623,-336.9319242,74.7231171
216.214482,118.8134836,-327.8841128,76.36213878
218.9910531,117.9867173,-312.2494797,77.60999826
223.1290927,119.5895581,-287.5855292,78.15921983
227.2856904,122.7952305,-252.394669,79.2370613
231.8933512,127.7647401,-208.2474551,79.71961003
236.7117247,134.5228956,-156.141394,81.70483168
240.529342,140.4176206,-100.2009419,81.88616041
247.0061188,147.8826762,-42.5325048,81.65984643
250.4519515,154.6878675,13.19762888,81.97735149
256.6115146,162.7319319,66.9448794,80.96140165
262.4211135,171.177801,117.1331861,80.21298231
268.3947522,179.7835221,162.9036805,79.34617401
272.7384169,187.0521093,203.4407392,79.07096389
278.1322091,192.6929239,233.4482965,79.9779173
283.2306212,197.753812,253.6510424,79.97895658
288.3921213,201.5862449,264.332038,79.74137308
293.6524008,203.6728552,264.4782785,79.08481911
304.7420507,211.4343285,262.7750016,72.71600676
311.0844802,218.7142602,259.1928981,71.00136241
316.0802318,224.7292122,254.2420339,69.36583038
321.4458021,230.210296,249.2460442,68.43150563
327.5499395,233.6087456,240.1599699,66.93287325
333.2989493,237.2453642,229.552059,65.63880066
340.2268715,238.872772,214.9221874,64.46037517
345.6454278,240.6762081,199.9807544,62.52602987
355.2647997,246.0382412,188.8685212,57.53910145
363.0816,252.9163707,183.7594111,55.52176978
369.0792754,258.3984193,182.7710603,53.05003269
374.229718,260.8381733,180.0941998,52.55639046
380.4724933,261.4935608,174.0651725,50.69099891
386.3836255,259.7009002,161.3056729,49.28491695
392.8650276,256.1213275,139.0255662,47.33643677
396.2721509,254.6639152,116.9236841,47.49969209
401.8875484,252.9362516,95.09181115,46.49199543
406.8365761,249.5449962,71.97011389,46.33144028
411.4974322,244.8914917,47.05333319,46.47373019
415.5754268,238.0257196,16.6696433,47.29437774
419.1404564,228.4906217,-20.31604646,48.71805955
421.5289507,216.1552537,-66.33717984,50.02604948
424.3427936,201.707137,-122.2246929,52.17408336
426.7695947,189.2361296,-178.9472606,54.16166281
428.9073394,176.5756084,-231.3426455,57.85498276
430.8367634,163.9344117,-279.4527732,60.92661704
432.8957435,150.3184262,-324.9533471,63.96433459
435.0263003,137.9639913,-366.951949,67.00550788
438.9846654,127.8598858,-401.7956971,68.30778552
439.7210928,118.3673873,-430.6500242,73.06098022
443.0776359,108.9106358,-448.2989539,76.71220401
445.8554852,102.3732378,-453.782284,79.3613695
448.8840427,98.26512446,-445.5917714,81.77376677
451.3505186,96.40874503,-426.087759,83.47900753
454.9311849,97.01626915,-393.0614721,85.22496794
458.7909267,99.71459791,-348.1881362,86.39879363
463.0915608,103.8936528,-296.2651345,87.27464675
467.7536487,110.0663754,-239.2841446,87.8473664
472.6364566,117.8336304,-176.1745823,88.14472162
478.0050876,126.7365404,-109.1244343,87.87040847
483.2915605,136.5588858,-39.09059603,87.85678348
490.2132562,147.8393764,31.65162831,87.62759555
494.0970895,157.8184671,99.68531723,89.09979643
500.3978966,169.8748512,164.9766967,86.66353096
506.3069231,180.2967568,224.5175127,86.04222875
512.3437867,190.1055931,272.4685147,84.80823997
518.6477167,199.8008,311.9244073,83.39051632
525.1657286,208.9107272,341.758904,81.13918222
530.5695197,215.9964032,362.1452954,80.28861479
538.6145333,224.1949392,375.0624587,77.24143832
543.9915612,230.2987148,379.1967156,75.4047426
549.6532924,235.1028843,374.7609961,74.98470432
556.7276864,240.123042,363.9029964,73.21791577
565.688825,243.9759626,341.747337,72.03917677
570.8793173,247.105943,317.2855014,70.48160701
578.7863584,250.7264648,290.4116818,67.70530011
583.6886822,253.2411637,263.1499541,68.07685383
590.004055,252.7261383,231.7343885,66.53518955
596.1262846,252.432615,201.2386805,65.32600406
602.3220715,252.0136355,171.077576,64.05319829
608.5436903,251.1792427,141.0440338,62.99283644
613.8760644,249.7328708,112.3881807,62.91817959
618.8413133,247.3419051,84.54765265,63.2184641
623.0267352,242.4126498,54.54897405,63.05936543
628.1545005,239.3563165,26.69792854,63.36260161
633.3746415,234.7320141,-1.801481289,63.75052016
638.8662398,229.5269123,-31.3967349,63.75344675
644.412299,225.6409313,-59.42533244,63.53022639
649.8181674,222.0528887,-83.18948019,63.22166738
656.0609243,217.7963654,-104.3258941,63.32694339
661.707174,215.6717357,-118.5176941,62.96574567
666.7473256,213.3021175,-127.5973108,62.09972516
669.9816865,209.382861,-135.2401384,64.49548578
675.1725944,206.7127178,-140.0369508,64.82861349
679.9148375,204.727338,-140.9674031,65.66963006
685.0705073,203.8232216,-137.0924973,66.33264619
3.099495252,202.9310544,-128.8252927,66.78634971
8.392575369,202.7970283,-117.4016028,67.19054547
13.76071955,202.2657703,-105.9210769,67.39827072
17.86824804,201.331855,-93.38349155,67.52466677
23.39628491,200.3596289,-81.25960705,67.40751669
29.03844051,200.9597294,-69.77115442,67.38489091
34.29579403,201.9000361,-57.35147428,67.62580793
39.76312955,203.3904737,-43.85453972,67.59624566
43.61530705,203.9791547,-31.92943396,67.94214778
48.90831377,205.0691951,-19.28298677,68.21896412
54.83522735,207.9638356,-4.997077316,67.86094745
60.89362809,210.1467238,7.769179914,67.29329723
65.95902959,212.4034248,19.76886402,66.20860546
71.42615735,214.3902241,30.77928342,65.96948551
77.66100264,217.7979739,43.02849733,64.88517073
83.85914408,220.7709718,54.99327277,63.79974703
89.19195043,224.0290324,67.77072507,62.30896324
96.04770425,227.7338644,80.36875169,61.79117371
102.1740015,230.5954346,91.07638732,60.62887925
107.5496085,232.9183444,98.52607727,59.14259219
112.871165,235.414974,104.6754896,58.95726206
119.0387699,237.2122337,108.2401871,57.86796885
124.5781847,238.5929865,109.7022042,57.59176162
129.6457395,237.9017105,106.3331645,56.20854966
135.9178011,236.3393014,97.31710129,56.18971939
143.6743974,235.3730928,85.36920781,54.88443941
149.451507,235.1154675,72.41570491,54.15678733
154.656409,234.2304791,58.32567787,52.57461326
160.3566458,232.6450896,42.00536891,51.75644377
166.0016555,231.7602936,26.26647265,51.15180729
171.5313759,231.5554435,11.83393956,50.50931377
176.7302132,230.5035065,-1.600074569,50.30035792
182.1413312,228.8221427,-13.38232722,49.84410364
187.2427221,227.2698849,-23.56828333,49.69667956
192.5288294,225.9591986,-32.11902937,48.14113427
196.2202157,222.6368542,-40.23520295,49.69178147
201.0764219,219.4033047,-47.75195729,49.84135457
204.7211809,214.5852895,-56.12442262,49.98945647
210.0681318,209.8300877,-66.95701456,50.75500082
215.4179483,206.0243877,-79.6477823,50.32857529
218.7559935,201.7616199,-92.7332322,50.74342933
224.029989,198.2787296,-104.6848121,50.64250625
228.5185136,194.355052,-116.3544088,52.57255832
231.7238213,189.487733,-128.8195491,53.27128195
235.873422,185.1583482,-140.4050851,54.34259827
239.9380034,182.0694156,-149.2865206,55.54363882
243.8700467,178.7359358,-155.394389,57.12426097
246.9433614,174.696188,-159.5807019,58.66037783
250.7418251,170.9633177,-161.4591278,59.90125892
254.6496273,168.8702029,-159.6144214,61.56516268
258.6643797,165.6969836,-156.1547603,63.02512307
262.5592822,163.0516317,-150.8613642,64.36864878
266.7270506,160.0685742,-146.1428947,65.46828176
270.7103364,158.2940771,-140.7959574,66.83239838
274.782269,157.5899021,-132.6043335,68.10727974
278.9856367,156.9358994,-123.4516541,69.25108029
283.37512,158.0560698,-110.6460666,70.41774254
286.6610341,158.5996501,-95.83143317,71.19398938
291.472422,159.1015686,-80.91100168,71.76536203
296.3079521,161.1686204,-65.03611788,72.10669156
301.2437013,164.6868142,-45.84491152,72.0753497
305.1880062,167.8117759,-24.87285249,71.85784042
309.1573432,170.0815375,-4.514101092,72.75020561
313.1817468,171.8674517,14.21650996,73.63722402
318.1264092,174.0010684,33.1386792,73.29981771
322.1844805,175.4420202,48.94028047,74.15769674
333.1894774,182.9648125,67.78654225,68.00069953
337.5546775,190.006294,87.69173287,67.2926498
344.6585704,198.3253096,109.6754655,66.21373582
349.1673472,204.4913829,130.6086432,65.31282066
355.1893981,210.709149,150.0958743,64.17053055
361.284351,216.7678299,168.8374104,62.80192918
367.6489077,221.8647218,184.7121634,61.07616305
374.0180595,226.8931751,196.6315485,59.23756351
380.1451546,232.6962577,207.8165237,57.69822968
386.1546065,237.7323916,217.4359014,56.23807408
391.9977802,241.6529123,224.734592,55.13857841
396.3274688,242.6326496,225.6789972,54.366353
402.1156016,242.0334548,218.1785939,53.455196
407.5884548,238.6057876,198.4200559,52.8350786
413.2551573,233.3505792,166.4120803,52.03270284
418.6130652,233.2345749,134.8005953,51.52670979
424.2537743,231.9584596,102.6713738,50.76283727
429.0782226,230.371201,71.8695438,50.85583686
432.8254168,226.3494296,39.58020414,50.67729528
437.3485642,221.6156181,6.260666295,51.0990615
441.2739058,215.6505922,-27.70735497,51.90742037
444.6258254,208.5116796,-62.99804317,53.38159816
447.6410234,200.344284,-98.84684826,55.30216904
450.260021,191.2099642,-133.4877062,57.70846335
452.5421525,180.8087734,-166.0047402,60.44320472
454.980132,170.3176768,-196.2424173,63.37450237
456.8664332,158.130394,-227.5253192,65.38424731
459.2580258,146.4317928,-259.183766,68.12517654
461.8715382,135.5327369,-291.7647312,70.640184
464.5277394,126.1002672,-325.4125417,72.88469556
466.6043633,117.8381681,-353.4252664,74.75210944
469.711769,112.2696139,-372.5231472,76.41800123
472.874608,108.8973182,-379.684758,78.16530554
475.4603883,106.3156237,-377.5619041,79.47966565
478.8861347,106.166843,-362.7986367,81.022492
482.7410446,108.5804584,-335.1348237,82.14244828
486.7855372,113.0875056,-294.8974091,83.24143963
489.8935589,117.8428829,-243.447186,83.96774577
492.9582351,122.078597,-184.7748594,86.09156228
500.2797731,130.0139986,-119.7814409,85.41951347
503.8142451,137.3477613,-53.27709574,85.47616461
508.8629073,144.8768711,10.92557155,85.5136964
514.2053263,152.7637886,70.67588087,84.68155111
519.8718832,161.3542503,124.8802763,83.11822747
525.8623087,170.5613079,172.8625637,81.81189013
532.0365929,179.6374871,213.7814025,80.17812804
538.3547608,189.0693269,248.3792918,78.61185178
543.0196631,197.6337073,277.5592242,77.51404165
549.3812443,205.6803763,299.4502548,76.32094839
555.591838,212.6862119,313.0238402,75.33743232
561.7199416,219.1652014,320.4477056,74.306542
568.282945,226.0494603,324.8586362,72.92722042
576.4238079,231.913489,322.7229017,70.93912107
583.06233,235.952565,314.0315893,69.57241642
589.837469,241.796548,303.6398006,67.6975489
594.8525907,244.7394842,289.8318005,66.27551036
603.1367945,248.5674615,273.030794,64.34591127
609.3459258,250.81969,252.4025728,63.53252403
615.8091356,252.4736455,229.6632897,62.49181257
621.3914538,253.4213021,206.1187479,62.38906101
627.7025403,254.426638,182.4669828,61.66732744
633.0609961,254.3839483,158.8311752,62.05314846
639.1968561,252.2709707,133.2751511,61.70109798
645.3380582,250.4182602,107.5766062,61.19592413
651.1174667,247.8492297,81.00267027,60.85807534
656.5995899,244.3281329,53.24382342,60.57652137
662.8698746,241.0470268,26.19866581,59.78310615
668.5807349,238.5570836,1.390874498,58.3457726
671.8813823,234.8008955,-23.7741046,60.74756034
677.0409484,230.6544949,-46.4743123,61.3430028
682.3857252,225.7106925,-69.52303995,61.83629947
0.625890967,222.7638471,-88.54710536,62.42581434
6.11801167,219.1884854,-104.4987914,62.74150989
15.80745673,217.007694,-114.2377393,63.10018296
24.55635286,215.3420008,-117.6460447,62.9651105
30.14058088,214.4481979,-115.9907486,62.80875078
35.45054478,212.8763459,-111.167987,63.41325075
40.99795136,211.9269135,-104.9016828,62.9664166
46.26193723,211.4812951,-96.67808674,63.039174
51.85398747,211.488888,-86.85516595,62.84868802
57.71719187,211.8557768,-76.21247773,62.5200462
63.71145613,213.6460117,-63.8279365,61.85972164
69.75311207,216.3643826,-48.36646718,61.13444863
77.5231536,219.1270727,-31.29425702,59.28465905
83.80208854,221.3942028,-13.93757564,58.40266106
88.99064568,223.7284276,2.243546402,56.92175798
94.45606301,226.3811638,19.16264382,56.47104977
99.85227711,228.3082262,34.99158607,56.00292605
107.7134798,230.4242955,48.91003311,52.98297357
114.2945073,232.6212943,60.10140459,52.70928072
120.4101297,234.8976165,70.04027933,51.67018951
126.523325,236.3478112,76.69450906,50.59096615
132.6950277,238.44783,81.53015329,49.46357967
138.8995243,240.1851666,84.10711936,48.1667745
144.7870169,240.9175454,83.43444967,47.20551554
151.8092486,241.1011263,78.9012427,45.06803766
156.1354091,239.8474242,71.34462467,45.96664772
161.6888281,237.7574347,61.10901495,45.30153676
165.8470111,234.8858955,47.97673419,44.81688792
175.1609549,232.6634577,32.22183848,44.40393181
185.7001699,228.9601992,13.15798971,44.14395837
193.3534368,224.325718,-6.846361145,44.22525493
199.1078372,218.6469525,-27.82383768,44.96396474
203.9562997,212.3785907,-48.33612345,46.47208839
208.7462405,205.5802497,-68.29553156,49.40800602
212.9604966,196.4419091,-88.73025641,52.7557102
216.2037487,186.8583174,-109.5628372,55.94862968
219.346126,177.1336067,-129.8846822,59.44548557
223.1944848,167.3955934,-149.077163,63.425677
227.108691,157.4970282,-167.0739759,67.568842
231.3048492,149.3819105,-182.7501273,69.5951166
236.7345629,141.6983421,-196.9569143,72.77337732
240.7951727,134.8986001,-210.7012258,75.84504345
243.5811625,126.2262124,-225.3515955,79.81970211
247.1831166,120.309294,-237.3664859,81.37890416
250.052849,117.2334981,-242.2750299,82.34911411
254.007207,116.7568318,-240.4198076,83.69441559
260.4097037,119.1212334,-229.3635651,85.23468873
264.8126545,123.4095123,-210.6908374,86.11450436
270.8000733,129.7667104,-179.5751823,86.79959832
275.4897383,136.2137895,-140.7960889,87.39117075
278.7579178,142.011695,-97.84560607,89.14169462
282.6029596,146.8892941,-51.81004286,90.13426035
286.0033719,150.5578133,-6.263966251,91.62381749
297.5100098,159.3914959,40.41187667,84.80633513
303.5763761,169.3386089,89.29285837,83.38239779
308.3093453,179.1485481,136.6988171,82.14387934
314.8463676,190.2316163,183.6003491,80.20316689
319.9170742,198.1145646,220.6510265,79.77106991
324.3190176,205.054527,250.3271598,79.95342209
335.0797267,215.6539818,277.1916602,73.78383066
341.7807474,226.8148959,303.1942856,71.71384136
350.224086,238.1406185,323.314591,68.89751929
357.0637856,248.5553207,341.8668153,66.70113699
363.8078659,256.0205999,352.4612671,64.41943515
370.9648635,262.8971618,359.530598,61.55585893
377.7062428,267.1874018,360.2945076,59.26337637
382.5852764,266.8698651,349.1484372,57.61618798
391.982291,264.4339383,321.3351411,54.99347491
396.6040077,265.1435117,289.8583612,53.76662015
402.3664649,265.4305121,256.7082664,52.72492371
406.6903214,262.9464294,220.3421984,51.81332814
413.7052306,261.2770916,182.8978541,50.4814888
417.8110165,255.7213871,138.851599,49.85547753
422.8359998,246.993,85.04486213,49.66130493
427.4501276,241.1046126,30.3252078,49.84381115
431.5640784,234.0428757,-23.66347259,50.48296928
434.2824753,225.3915057,-74.52409716,51.41161237
438.2231246,215.2140328,-121.8964921,53.45900728
440.1668525,203.1113273,-168.4351709,55.11285098
442.5660452,191.1152862,-212.2430356,57.54874573
444.531483,178.9764099,-254.0106364,60.67052726
446.663116,164.2375373,-299.5081424,63.81380301
448.7612481,152.2298972,-342.1282814,67.00806388
450.2912179,139.0173186,-380.7309875,69.52821254
452.558817,126.8740385,-412.6317336,72.61805747
454.8847288,115.1866281,-440.5069511,75.6669895
457.5236493,107.1516434,-455.9500697,78.35938306
460.4325889,100.5971155,-462.4856216,80.67885817
463.7406961,97.00743855,-459.7178478,82.3890741
466.3049405,95.60681611,-444.4611837,83.78095524
469.9857832,96.99338433,-414.1649603,85.34248662
474.931324,100.9555285,-369.3024286,86.98528707
479.3872613,107.7732856,-310.5883725,87.82469374
482.7696604,114.188047,-244.7367241,88.61375409
487.5791206,122.2270893,-172.8626994,89.30216214
490.4406999,129.5097213,-98.41335075,91.79633289
497.7984194,139.5531528,-23.85461594,89.69420699
503.0484644,150.0675901,50.86583522,89.93157047
508.6415284,160.2265752,121.3416349,89.12515218
514.4286435,169.8378395,183.7202815,88.01861976
520.3807775,179.5516277,236.3841084,86.85059674
525.1946401,187.8958424,279.0114975,85.61399061
533.2472475,197.84126,312.5326026,83.90575393
538.106864,206.6436153,337.9387684,82.75882462
544.6756954,214.7500838,355.0308855,81.76217172
551.1694327,222.4326971,364.4412196,80.71328897
557.4718021,229.1825765,364.8814749,79.69453177
565.3505262,236.0666028,359.9379762,78.09386891
570.7398164,240.5159702,349.711532,77.26912052
576.5923095,244.2155645,335.2407003,76.08422912
583.0666794,244.9924082,312.422727,74.48454493
589.6661009,247.9418975,288.2239207,72.83450044
594.5074915,249.1701458,262.3729967,71.68978208
600.845206,250.026131,234.7432179,70.48289206
607.4363122,249.9691733,204.3573097,69.12560128
613.1158486,249.5997934,173.7008637,68.55504461
618.5215542,247.5728055,140.7912008,68.39590502
624.2874099,246.5451035,109.1744418,68.02427838
629.9851922,244.3813695,78.43323767,67.84175209
635.657919,240.8933446,47.28126133,67.50432753
641.7158013,238.5055453,18.82516576,66.40144207
647.5755668,236.2468466,-5.988889459,65.68683322
651.7676368,233.7205848,-26.03845638,65.02014718
658.535681,231.2558526,-43.17909448,64.65982376
664.0421928,229.167036,-56.89584715,64.44656945
669.6691088,227.325706,-69.15928463,62.83339878
